"election_month","election_type","office_key","gid","gid_level","glabel","candidate","candidate_major","candidate_party","candidate_party_major","metric_desc","metric"
201211,"general","sn","29186","county","Ste. Genevieve","dine","dine","libertarian","libertarian","votes",463
201211,"general","sn","29207","county","Stoddard","dine","dine","libertarian","libertarian","votes",668
201211,"general","sn","29209","county","Stone","dine","dine","libertarian","libertarian","votes",1281
201211,"general","sn","29211","county","Sullivan","dine","dine","libertarian","libertarian","votes",163
201211,"general","sn","29213","county","Taney","dine","dine","libertarian","libertarian","votes",1520
201211,"general","sn","29215","county","Texas","dine","dine","libertarian","libertarian","votes",816
201211,"general","sn","29217","county","Vernon","dine","dine","libertarian","libertarian","votes",492
201211,"general","sn","29219","county","Warren","dine","dine","libertarian","libertarian","votes",899
201211,"general","sn","29221","county","Washington","dine","dine","libertarian","libertarian","votes",561
201211,"general","sn","29223","county","Wayne","dine","dine","libertarian","libertarian","votes",282
201211,"general","sn","29225","county","Webster","dine","dine","libertarian","libertarian","votes",1200
201211,"general","sn","29227","county","Worth","dine","dine","libertarian","libertarian","votes",78
201211,"general","sn","29229","county","Wright","dine","dine","libertarian","libertarian","votes",590
201211,"general","sn","29001","county","Adair","dean","other","other","other","votes",0
201211,"general","sn","29003","county","Andrew","dean","other","other","other","votes",0
201211,"general","sn","29005","county","Atchison","dean","other","other","other","votes",0
201211,"general","sn","29007","county","Audrain","dean","other","other","other","votes",0
201211,"general","sn","29009","county","Barry","dean","other","other","other","votes",0
201211,"general","sn","29011","county","Barton","dean","other","other","other","votes",0
201211,"general","sn","29013","county","Bates","dean","other","other","other","votes",0
201211,"general","sn","29015","county","Benton","dean","other","other","other","votes",0
201211,"general","sn","29017","county","Bollinger","dean","other","other","other","votes",0
201211,"general","sn","29019","county","Boone","dean","other","other","other","votes",2
201211,"general","sn","29021","county","Buchanan","dean","other","other","other","votes",0
201211,"general","sn","29023","county","Butler","dean","other","other","other","votes",0
201211,"general","sn","29025","county","Caldwell","dean","other","other","other","votes",0
201211,"general","sn","29027","county","Callaway","dean","other","other","other","votes",0
201211,"general","sn","29029","county","Camden","dean","other","other","other","votes",1
201211,"general","sn","29031","county","Cape Girardeau","dean","other","other","other","votes",0
201211,"general","sn","29033","county","Carroll","dean","other","other","other","votes",0
201211,"general","sn","29035","county","Carter","dean","other","other","other","votes",0
201211,"general","sn","29037","county","Cass","dean","other","other","other","votes",0
201211,"general","sn","29039","county","Cedar","dean","other","other","other","votes",0
201211,"general","sn","29041","county","Chariton","dean","other","other","other","votes",0
201211,"general","sn","29043","county","Christian","dean","other","other","other","votes",0
201211,"general","sn","29045","county","Clark","dean","other","other","other","votes",0
201211,"general","sn","29047","county","Clay","dean","other","other","other","votes",0
201211,"general","sn","29049","county","Clinton","dean","other","other","other","votes",0
201211,"general","sn","29051","county","Cole","dean","other","other","other","votes",0
201211,"general","sn","29053","county","Cooper","dean","other","other","other","votes",0
201211,"general","sn","29055","county","Crawford","dean","other","other","other","votes",0
201211,"general","sn","29057","county","Dade","dean","other","other","other","votes",0
201211,"general","sn","29059","county","Dallas","dean","other","other","other","votes",0
201211,"general","sn","29061","county","Daviess","dean","other","other","other","votes",0
201211,"general","sn","29063","county","De Kalb","dean","other","other","other","votes",0
201211,"general","sn","29065","county","Dent","dean","other","other","other","votes",0
201211,"general","sn","29067","county","Douglas","dean","other","other","other","votes",0
201211,"general","sn","29069","county","Dunklin","dean","other","other","other","votes",0
201211,"general","sn","29071","county","Franklin","dean","other","other","other","votes",0
201211,"general","sn","29073","county","Gasconade","dean","other","other","other","votes",0
201211,"general","sn","29075","county","Gentry","dean","other","other","other","votes",0
201211,"general","sn","29077","county","Greene","dean","other","other","other","votes",0
201211,"general","sn","29079","county","Grundy","dean","other","other","other","votes",0
201211,"general","sn","29081","county","Harrison","dean","other","other","other","votes",0
201211,"general","sn","29083","county","Henry","dean","other","other","other","votes",0
201211,"general","sn","29085","county","Hickory","dean","other","other","other","votes",0
201211,"general","sn","29087","county","Holt","dean","other","other","other","votes",0
201211,"general","sn","29089","county","Howard","dean","other","other","other","votes",0
201211,"general","sn","29091","county","Howell","dean","other","other","other","votes",0
201211,"general","sn","29093","county","Iron","dean","other","other","other","votes",0
201211,"general","sn","29095","county","Jackson","dean","other","other","other","votes",0
201211,"general","sn","29097","county","Jasper","dean","other","other","other","votes",0
201211,"general","sn","29099","county","Jefferson","dean","other","other","other","votes",0
201211,"general","sn","29101","county","Johnson","dean","other","other","other","votes",0
201211,"general","sn",NA,"county","Kansas City","dean","other","other","other","votes",1
201211,"general","sn","29103","county","Knox","dean","other","other","other","votes",0
201211,"general","sn","29105","county","Laclede","dean","other","other","other","votes",0
201211,"general","sn","29107","county","Lafayette","dean","other","other","other","votes",0
201211,"general","sn","29109","county","Lawrence","dean","other","other","other","votes",0
201211,"general","sn","29111","county","Lewis","dean","other","other","other","votes",0
201211,"general","sn","29113","county","Lincoln","dean","other","other","other","votes",0
201211,"general","sn","29115","county","Linn","dean","other","other","other","votes",0
201211,"general","sn","29117","county","Livingston","dean","other","other","other","votes",0
201211,"general","sn","29121","county","Macon","dean","other","other","other","votes",1
201211,"general","sn","29123","county","Madison","dean","other","other","other","votes",0
201211,"general","sn","29125","county","Maries","dean","other","other","other","votes",0
201211,"general","sn","29127","county","Marion","dean","other","other","other","votes",0
201211,"general","sn","29119","county","McDonald","dean","other","other","other","votes",0
201211,"general","sn","29129","county","Mercer","dean","other","other","other","votes",0
201211,"general","sn","29131","county","Miller","dean","other","other","other","votes",0
201211,"general","sn","29133","county","Mississippi","dean","other","other","other","votes",0
201211,"general","sn","29135","county","Moniteau","dean","other","other","other","votes",0
201211,"general","sn","29137","county","Monroe","dean","other","other","other","votes",0
201211,"general","sn","29139","county","Montgomery","dean","other","other","other","votes",0
201211,"general","sn","29141","county","Morgan","dean","other","other","other","votes",0
201211,"general","sn","29143","county","New Madrid","dean","other","other","other","votes",0
201211,"general","sn","29145","county","Newton","dean","other","other","other","votes",0
201211,"general","sn","29147","county","Nodaway","dean","other","other","other","votes",0
201211,"general","sn","29149","county","Oregon","dean","other","other","other","votes",0
201211,"general","sn","29151","county","Osage","dean","other","other","other","votes",0
201211,"general","sn","29153","county","Ozark","dean","other","other","other","votes",0
201211,"general","sn","29155","county","Pemiscot","dean","other","other","other","votes",0
201211,"general","sn","29157","county","Perry","dean","other","other","other","votes",0
201211,"general","sn","29159","county","Pettis","dean","other","other","other","votes",0
201211,"general","sn","29161","county","Phelps","dean","other","other","other","votes",0
201211,"general","sn","29163","county","Pike","dean","other","other","other","votes",0
201211,"general","sn","29165","county","Platte","dean","other","other","other","votes",0
201211,"general","sn","29167","county","Polk","dean","other","other","other","votes",0
201211,"general","sn","29169","county","Pulaski","dean","other","other","other","votes",0
201211,"general","sn","29171","county","Putnam","dean","other","other","other","votes",0
201211,"general","sn","29173","county","Ralls","dean","other","other","other","votes",0
201211,"general","sn","29175","county","Randolph","dean","other","other","other","votes",0
201211,"general","sn","29177","county","Ray","dean","other","other","other","votes",0
201211,"general","sn","29179","county","Reynolds","dean","other","other","other","votes",0
201211,"general","sn","29181","county","Ripley","dean","other","other","other","votes",0
201211,"general","sn","29195","county","Saline","dean","other","other","other","votes",0
201211,"general","sn","29197","county","Schuyler","dean","other","other","other","votes",0
201211,"general","sn","29199","county","Scotland","dean","other","other","other","votes",0
201211,"general","sn","29201","county","Scott","dean","other","other","other","votes",0
201211,"general","sn","29203","county","Shannon","dean","other","other","other","votes",0
201211,"general","sn","29205","county","Shelby","dean","other","other","other","votes",0
201211,"general","sn","29183","county","St. Charles","dean","other","other","other","votes",1
201211,"general","sn","29185","county","St. Clair","dean","other","other","other","votes",0
201211,"general","sn","29187","county","St. Francois","dean","other","other","other","votes",0
201211,"general","sn","29189","county","St. Louis","dean","other","other","other","votes",0
201211,"general","sn","29510","county","St. Louis City","dean","other","other","other","votes",0
201211,"general","sn","29186","county","Ste. Genevieve","dean","other","other","other","votes",0
201211,"general","sn","29207","county","Stoddard","dean","other","other","other","votes",0
201211,"general","sn","29209","county","Stone","dean","other","other","other","votes",0
201211,"general","sn","29211","county","Sullivan","dean","other","other","other","votes",0
201211,"general","sn","29213","county","Taney","dean","other","other","other","votes",0
201211,"general","sn","29215","county","Texas","dean","other","other","other","votes",0
201211,"general","sn","29217","county","Vernon","dean","other","other","other","votes",0
201211,"general","sn","29219","county","Warren","dean","other","other","other","votes",0
201211,"general","sn","29221","county","Washington","dean","other","other","other","votes",0
201211,"general","sn","29223","county","Wayne","dean","other","other","other","votes",0
201211,"general","sn","29225","county","Webster","dean","other","other","other","votes",0
201211,"general","sn","29227","county","Worth","dean","other","other","other","votes",0
201211,"general","sn","29229","county","Wright","dean","other","other","other","votes",0
201211,"general","sn","29001","county","Adair","duraski","other","other","other","votes",0
201211,"general","sn","29003","county","Andrew","duraski","other","other","other","votes",0
201211,"general","sn","29005","county","Atchison","duraski","other","other","other","votes",0
201211,"general","sn","29007","county","Audrain","duraski","other","other","other","votes",0
201211,"general","sn","29009","county","Barry","duraski","other","other","other","votes",0
201211,"general","sn","29011","county","Barton","duraski","other","other","other","votes",0
201211,"general","sn","29013","county","Bates","duraski","other","other","other","votes",0
201211,"general","sn","29015","county","Benton","duraski","other","other","other","votes",0
201211,"general","sn","29017","county","Bollinger","duraski","other","other","other","votes",0
201211,"general","sn","29019","county","Boone","duraski","other","other","other","votes",0
201211,"general","sn","29021","county","Buchanan","duraski","other","other","other","votes",0
201211,"general","sn","29023","county","Butler","duraski","other","other","other","votes",0
201211,"general","sn","29025","county","Caldwell","duraski","other","other","other","votes",0
201211,"general","sn","29027","county","Callaway","duraski","other","other","other","votes",0
201211,"general","sn","29029","county","Camden","duraski","other","other","other","votes",0
201211,"general","sn","29031","county","Cape Girardeau","duraski","other","other","other","votes",0
201211,"general","sn","29033","county","Carroll","duraski","other","other","other","votes",0
201211,"general","sn","29035","county","Carter","duraski","other","other","other","votes",0
201211,"general","sn","29037","county","Cass","duraski","other","other","other","votes",0
201211,"general","sn","29039","county","Cedar","duraski","other","other","other","votes",0
201211,"general","sn","29041","county","Chariton","duraski","other","other","other","votes",0
201211,"general","sn","29043","county","Christian","duraski","other","other","other","votes",0
201211,"general","sn","29045","county","Clark","duraski","other","other","other","votes",0
201211,"general","sn","29047","county","Clay","duraski","other","other","other","votes",0
201211,"general","sn","29049","county","Clinton","duraski","other","other","other","votes",0
201211,"general","sn","29051","county","Cole","duraski","other","other","other","votes",0
201211,"general","sn","29053","county","Cooper","duraski","other","other","other","votes",0
201211,"general","sn","29055","county","Crawford","duraski","other","other","other","votes",0
201211,"general","sn","29057","county","Dade","duraski","other","other","other","votes",0
201211,"general","sn","29059","county","Dallas","duraski","other","other","other","votes",0
201211,"general","sn","29061","county","Daviess","duraski","other","other","other","votes",0
201211,"general","sn","29063","county","De Kalb","duraski","other","other","other","votes",0
201211,"general","sn","29065","county","Dent","duraski","other","other","other","votes",0
201211,"general","sn","29067","county","Douglas","duraski","other","other","other","votes",0
201211,"general","sn","29069","county","Dunklin","duraski","other","other","other","votes",0
201211,"general","sn","29071","county","Franklin","duraski","other","other","other","votes",0
201211,"general","sn","29073","county","Gasconade","duraski","other","other","other","votes",0
201211,"general","sn","29075","county","Gentry","duraski","other","other","other","votes",0
201211,"general","sn","29077","county","Greene","duraski","other","other","other","votes",0
201211,"general","sn","29079","county","Grundy","duraski","other","other","other","votes",0
201211,"general","sn","29081","county","Harrison","duraski","other","other","other","votes",0
201211,"general","sn","29083","county","Henry","duraski","other","other","other","votes",0
201211,"general","sn","29085","county","Hickory","duraski","other","other","other","votes",0
201211,"general","sn","29087","county","Holt","duraski","other","other","other","votes",0
201211,"general","sn","29089","county","Howard","duraski","other","other","other","votes",0
201211,"general","sn","29091","county","Howell","duraski","other","other","other","votes",0
201211,"general","sn","29093","county","Iron","duraski","other","other","other","votes",0
201211,"general","sn","29095","county","Jackson","duraski","other","other","other","votes",1
201211,"general","sn","29097","county","Jasper","duraski","other","other","other","votes",0
201211,"general","sn","29099","county","Jefferson","duraski","other","other","other","votes",0
201211,"general","sn","29101","county","Johnson","duraski","other","other","other","votes",0
201211,"general","sn",NA,"county","Kansas City","duraski","other","other","other","votes",0
201211,"general","sn","29103","county","Knox","duraski","other","other","other","votes",0
201211,"general","sn","29105","county","Laclede","duraski","other","other","other","votes",0
201211,"general","sn","29107","county","Lafayette","duraski","other","other","other","votes",0
201211,"general","sn","29109","county","Lawrence","duraski","other","other","other","votes",0
201211,"general","sn","29111","county","Lewis","duraski","other","other","other","votes",0
201211,"general","sn","29113","county","Lincoln","duraski","other","other","other","votes",0
201211,"general","sn","29115","county","Linn","duraski","other","other","other","votes",0
201211,"general","sn","29117","county","Livingston","duraski","other","other","other","votes",0
201211,"general","sn","29121","county","Macon","duraski","other","other","other","votes",0
201211,"general","sn","29123","county","Madison","duraski","other","other","other","votes",0
201211,"general","sn","29125","county","Maries","duraski","other","other","other","votes",0
201211,"general","sn","29127","county","Marion","duraski","other","other","other","votes",0
201211,"general","sn","29119","county","McDonald","duraski","other","other","other","votes",0
201211,"general","sn","29129","county","Mercer","duraski","other","other","other","votes",0
201211,"general","sn","29131","county","Miller","duraski","other","other","other","votes",0
201211,"general","sn","29133","county","Mississippi","duraski","other","other","other","votes",0
201211,"general","sn","29135","county","Moniteau","duraski","other","other","other","votes",0
201211,"general","sn","29137","county","Monroe","duraski","other","other","other","votes",0
201211,"general","sn","29139","county","Montgomery","duraski","other","other","other","votes",0
201211,"general","sn","29141","county","Morgan","duraski","other","other","other","votes",0
201211,"general","sn","29143","county","New Madrid","duraski","other","other","other","votes",0
201211,"general","sn","29145","county","Newton","duraski","other","other","other","votes",0
201211,"general","sn","29147","county","Nodaway","duraski","other","other","other","votes",0
201211,"general","sn","29149","county","Oregon","duraski","other","other","other","votes",0
201211,"general","sn","29151","county","Osage","duraski","other","other","other","votes",0
201211,"general","sn","29153","county","Ozark","duraski","other","other","other","votes",0
201211,"general","sn","29155","county","Pemiscot","duraski","other","other","other","votes",0
201211,"general","sn","29157","county","Perry","duraski","other","other","other","votes",0
201211,"general","sn","29159","county","Pettis","duraski","other","other","other","votes",0
201211,"general","sn","29161","county","Phelps","duraski","other","other","other","votes",0
201211,"general","sn","29163","county","Pike","duraski","other","other","other","votes",0
201211,"general","sn","29165","county","Platte","duraski","other","other","other","votes",0
201211,"general","sn","29167","county","Polk","duraski","other","other","other","votes",0
201211,"general","sn","29169","county","Pulaski","duraski","other","other","other","votes",0
201211,"general","sn","29171","county","Putnam","duraski","other","other","other","votes",0
201211,"general","sn","29173","county","Ralls","duraski","other","other","other","votes",0
201211,"general","sn","29175","county","Randolph","duraski","other","other","other","votes",0
201211,"general","sn","29177","county","Ray","duraski","other","other","other","votes",0
201211,"general","sn","29179","county","Reynolds","duraski","other","other","other","votes",0
201211,"general","sn","29181","county","Ripley","duraski","other","other","other","votes",0
201211,"general","sn","29195","county","Saline","duraski","other","other","other","votes",0
201211,"general","sn","29197","county","Schuyler","duraski","other","other","other","votes",0
201211,"general","sn","29199","county","Scotland","duraski","other","other","other","votes",0
201211,"general","sn","29201","county","Scott","duraski","other","other","other","votes",0
201211,"general","sn","29203","county","Shannon","duraski","other","other","other","votes",0
201211,"general","sn","29205","county","Shelby","duraski","other","other","other","votes",0
201211,"general","sn","29183","county","St. Charles","duraski","other","other","other","votes",6
201211,"general","sn","29185","county","St. Clair","duraski","other","other","other","votes",0
201211,"general","sn","29187","county","St. Francois","duraski","other","other","other","votes",0
201211,"general","sn","29189","county","St. Louis","duraski","other","other","other","votes",0
201211,"general","sn","29510","county","St. Louis City","duraski","other","other","other","votes",2
201211,"general","sn","29186","county","Ste. Genevieve","duraski","other","other","other","votes",0
201211,"general","sn","29207","county","Stoddard","duraski","other","other","other","votes",0
201211,"general","sn","29209","county","Stone","duraski","other","other","other","votes",0
201211,"general","sn","29211","county","Sullivan","duraski","other","other","other","votes",0
201211,"general","sn","29213","county","Taney","duraski","other","other","other","votes",0
201211,"general","sn","29215","county","Texas","duraski","other","other","other","votes",0
201211,"general","sn","29217","county","Vernon","duraski","other","other","other","votes",0
201211,"general","sn","29219","county","Warren","duraski","other","other","other","votes",0
201211,"general","sn","29221","county","Washington","duraski","other","other","other","votes",0
201211,"general","sn","29223","county","Wayne","duraski","other","other","other","votes",0
201211,"general","sn","29225","county","Webster","duraski","other","other","other","votes",0
201211,"general","sn","29227","county","Worth","duraski","other","other","other","votes",0
201211,"general","sn","29229","county","Wright","duraski","other","other","other","votes",0
201211,"general","sn","29001","county","Adair","mowinski","other","other","other","votes",0
201211,"general","sn","29003","county","Andrew","mowinski","other","other","other","votes",0
201211,"general","sn","29005","county","Atchison","mowinski","other","other","other","votes",0
201211,"general","sn","29007","county","Audrain","mowinski","other","other","other","votes",0
201211,"general","sn","29009","county","Barry","mowinski","other","other","other","votes",0
201211,"general","sn","29011","county","Barton","mowinski","other","other","other","votes",0
201211,"general","sn","29013","county","Bates","mowinski","other","other","other","votes",0
201211,"general","sn","29015","county","Benton","mowinski","other","other","other","votes",0
201211,"general","sn","29017","county","Bollinger","mowinski","other","other","other","votes",0
201211,"general","sn","29019","county","Boone","mowinski","other","other","other","votes",0
201211,"general","sn","29021","county","Buchanan","mowinski","other","other","other","votes",0
201211,"general","sn","29023","county","Butler","mowinski","other","other","other","votes",0
201211,"general","sn","29025","county","Caldwell","mowinski","other","other","other","votes",0
201211,"general","sn","29027","county","Callaway","mowinski","other","other","other","votes",0
201211,"general","sn","29029","county","Camden","mowinski","other","other","other","votes",3
201211,"general","sn","29031","county","Cape Girardeau","mowinski","other","other","other","votes",0
201211,"general","sn","29033","county","Carroll","mowinski","other","other","other","votes",0
201211,"general","sn","29035","county","Carter","mowinski","other","other","other","votes",0
201211,"general","sn","29037","county","Cass","mowinski","other","other","other","votes",0
201211,"general","sn","29039","county","Cedar","mowinski","other","other","other","votes",0
201211,"general","sn","29041","county","Chariton","mowinski","other","other","other","votes",0
201211,"general","sn","29043","county","Christian","mowinski","other","other","other","votes",0
201211,"general","sn","29045","county","Clark","mowinski","other","other","other","votes",0
201211,"general","sn","29047","county","Clay","mowinski","other","other","other","votes",0
201211,"general","sn","29049","county","Clinton","mowinski","other","other","other","votes",0
201211,"general","sn","29051","county","Cole","mowinski","other","other","other","votes",0
201211,"general","sn","29053","county","Cooper","mowinski","other","other","other","votes",0
201211,"general","sn","29055","county","Crawford","mowinski","other","other","other","votes",0
201211,"general","sn","29057","county","Dade","mowinski","other","other","other","votes",0
201211,"general","sn","29059","county","Dallas","mowinski","other","other","other","votes",0
201211,"general","sn","29061","county","Daviess","mowinski","other","other","other","votes",0
201211,"general","sn","29063","county","De Kalb","mowinski","other","other","other","votes",0
201211,"general","sn","29065","county","Dent","mowinski","other","other","other","votes",0
201211,"general","sn","29067","county","Douglas","mowinski","other","other","other","votes",0
201211,"general","sn","29069","county","Dunklin","mowinski","other","other","other","votes",0
201211,"general","sn","29071","county","Franklin","mowinski","other","other","other","votes",0
201211,"general","sn","29073","county","Gasconade","mowinski","other","other","other","votes",0
201211,"general","sn","29075","county","Gentry","mowinski","other","other","other","votes",0
201211,"general","sn","29077","county","Greene","mowinski","other","other","other","votes",0
201211,"general","sn","29079","county","Grundy","mowinski","other","other","other","votes",0
201211,"general","sn","29081","county","Harrison","mowinski","other","other","other","votes",0
201211,"general","sn","29083","county","Henry","mowinski","other","other","other","votes",0
201211,"general","sn","29085","county","Hickory","mowinski","other","other","other","votes",0
201211,"general","sn","29087","county","Holt","mowinski","other","other","other","votes",0
201211,"general","sn","29089","county","Howard","mowinski","other","other","other","votes",0
201211,"general","sn","29091","county","Howell","mowinski","other","other","other","votes",0
201211,"general","sn","29093","county","Iron","mowinski","other","other","other","votes",0
201211,"general","sn","29095","county","Jackson","mowinski","other","other","other","votes",0
201211,"general","sn","29097","county","Jasper","mowinski","other","other","other","votes",0
201211,"general","sn","29099","county","Jefferson","mowinski","other","other","other","votes",0
201211,"general","sn","29101","county","Johnson","mowinski","other","other","other","votes",0
201211,"general","sn",NA,"county","Kansas City","mowinski","other","other","other","votes",0
201211,"general","sn","29103","county","Knox","mowinski","other","other","other","votes",0
201211,"general","sn","29105","county","Laclede","mowinski","other","other","other","votes",0
201211,"general","sn","29107","county","Lafayette","mowinski","other","other","other","votes",0
201211,"general","sn","29109","county","Lawrence","mowinski","other","other","other","votes",0
201211,"general","sn","29111","county","Lewis","mowinski","other","other","other","votes",0
201211,"general","sn","29113","county","Lincoln","mowinski","other","other","other","votes",0
201211,"general","sn","29115","county","Linn","mowinski","other","other","other","votes",0
201211,"general","sn","29117","county","Livingston","mowinski","other","other","other","votes",0
201211,"general","sn","29121","county","Macon","mowinski","other","other","other","votes",0
201211,"general","sn","29123","county","Madison","mowinski","other","other","other","votes",0
201211,"general","sn","29125","county","Maries","mowinski","other","other","other","votes",0
201211,"general","sn","29127","county","Marion","mowinski","other","other","other","votes",0
201211,"general","sn","29119","county","McDonald","mowinski","other","other","other","votes",0
201211,"general","sn","29129","county","Mercer","mowinski","other","other","other","votes",0
201211,"general","sn","29131","county","Miller","mowinski","other","other","other","votes",1
201211,"general","sn","29133","county","Mississippi","mowinski","other","other","other","votes",0
201211,"general","sn","29135","county","Moniteau","mowinski","other","other","other","votes",0
201211,"general","sn","29137","county","Monroe","mowinski","other","other","other","votes",0
201211,"general","sn","29139","county","Montgomery","mowinski","other","other","other","votes",0
201211,"general","sn","29141","county","Morgan","mowinski","other","other","other","votes",1
201211,"general","sn","29143","county","New Madrid","mowinski","other","other","other","votes",0
201211,"general","sn","29145","county","Newton","mowinski","other","other","other","votes",0
201211,"general","sn","29147","county","Nodaway","mowinski","other","other","other","votes",0
201211,"general","sn","29149","county","Oregon","mowinski","other","other","other","votes",0
201211,"general","sn","29151","county","Osage","mowinski","other","other","other","votes",0
201211,"general","sn","29153","county","Ozark","mowinski","other","other","other","votes",0
201211,"general","sn","29155","county","Pemiscot","mowinski","other","other","other","votes",0
201211,"general","sn","29157","county","Perry","mowinski","other","other","other","votes",0
201211,"general","sn","29159","county","Pettis","mowinski","other","other","other","votes",0
201211,"general","sn","29161","county","Phelps","mowinski","other","other","other","votes",0
201211,"general","sn","29163","county","Pike","mowinski","other","other","other","votes",0
201211,"general","sn","29165","county","Platte","mowinski","other","other","other","votes",0
201211,"general","sn","29167","county","Polk","mowinski","other","other","other","votes",0
201211,"general","sn","29169","county","Pulaski","mowinski","other","other","other","votes",0
201211,"general","sn","29171","county","Putnam","mowinski","other","other","other","votes",0
201211,"general","sn","29173","county","Ralls","mowinski","other","other","other","votes",0
201211,"general","sn","29175","county","Randolph","mowinski","other","other","other","votes",0
201211,"general","sn","29177","county","Ray","mowinski","other","other","other","votes",0
201211,"general","sn","29179","county","Reynolds","mowinski","other","other","other","votes",0
201211,"general","sn","29181","county","Ripley","mowinski","other","other","other","votes",0
201211,"general","sn","29195","county","Saline","mowinski","other","other","other","votes",0
201211,"general","sn","29197","county","Schuyler","mowinski","other","other","other","votes",0
201211,"general","sn","29199","county","Scotland","mowinski","other","other","other","votes",0
201211,"general","sn","29201","county","Scott","mowinski","other","other","other","votes",0
201211,"general","sn","29203","county","Shannon","mowinski","other","other","other","votes",0
201211,"general","sn","29205","county","Shelby","mowinski","other","other","other","votes",0
201211,"general","sn","29183","county","St. Charles","mowinski","other","other","other","votes",0
201211,"general","sn","29185","county","St. Clair","mowinski","other","other","other","votes",0
201211,"general","sn","29187","county","St. Francois","mowinski","other","other","other","votes",0
201211,"general","sn","29189","county","St. Louis","mowinski","other","other","other","votes",0
201211,"general","sn","29510","county","St. Louis City","mowinski","other","other","other","votes",0
201211,"general","sn","29186","county","Ste. Genevieve","mowinski","other","other","other","votes",0
201211,"general","sn","29207","county","Stoddard","mowinski","other","other","other","votes",0
201211,"general","sn","29209","county","Stone","mowinski","other","other","other","votes",0
201211,"general","sn","29211","county","Sullivan","mowinski","other","other","other","votes",0
201211,"general","sn","29213","county","Taney","mowinski","other","other","other","votes",0
201211,"general","sn","29215","county","Texas","mowinski","other","other","other","votes",0
201211,"general","sn","29217","county","Vernon","mowinski","other","other","other","votes",0
201211,"general","sn","29219","county","Warren","mowinski","other","other","other","votes",0
201211,"general","sn","29221","county","Washington","mowinski","other","other","other","votes",0
201211,"general","sn","29223","county","Wayne","mowinski","other","other","other","votes",0
201211,"general","sn","29225","county","Webster","mowinski","other","other","other","votes",0
201211,"general","sn","29227","county","Worth","mowinski","other","other","other","votes",0
201211,"general","sn","29229","county","Wright","mowinski","other","other","other","votes",0
201211,"general","sn","29001","county","Adair","bailey","other","other","other","votes",0
201211,"general","sn","29003","county","Andrew","bailey","other","other","other","votes",0
201211,"general","sn","29005","county","Atchison","bailey","other","other","other","votes",0
201211,"general","sn","29007","county","Audrain","bailey","other","other","other","votes",0
201211,"general","sn","29009","county","Barry","bailey","other","other","other","votes",0
201211,"general","sn","29011","county","Barton","bailey","other","other","other","votes",0
201211,"general","sn","29013","county","Bates","bailey","other","other","other","votes",0
201211,"general","sn","29015","county","Benton","bailey","other","other","other","votes",0
201211,"general","sn","29017","county","Bollinger","bailey","other","other","other","votes",0
201211,"general","sn","29019","county","Boone","bailey","other","other","other","votes",0
201211,"general","sn","29021","county","Buchanan","bailey","other","other","other","votes",0
201211,"general","sn","29023","county","Butler","bailey","other","other","other","votes",0
201211,"general","sn","29025","county","Caldwell","bailey","other","other","other","votes",0
201211,"general","sn","29027","county","Callaway","bailey","other","other","other","votes",0
201211,"general","sn","29029","county","Camden","bailey","other","other","other","votes",0
201211,"general","sn","29031","county","Cape Girardeau","bailey","other","other","other","votes",0
201211,"general","sn","29033","county","Carroll","bailey","other","other","other","votes",1
201211,"general","sn","29035","county","Carter","bailey","other","other","other","votes",0
201211,"general","sn","29037","county","Cass","bailey","other","other","other","votes",0
201211,"general","sn","29039","county","Cedar","bailey","other","other","other","votes",0
201211,"general","sn","29041","county","Chariton","bailey","other","other","other","votes",0
201211,"general","sn","29043","county","Christian","bailey","other","other","other","votes",0
201211,"general","sn","29045","county","Clark","bailey","other","other","other","votes",0
201211,"general","sn","29047","county","Clay","bailey","other","other","other","votes",1
201211,"general","sn","29049","county","Clinton","bailey","other","other","other","votes",0
201211,"general","sn","29051","county","Cole","bailey","other","other","other","votes",0
201211,"general","sn","29053","county","Cooper","bailey","other","other","other","votes",0
201211,"general","sn","29055","county","Crawford","bailey","other","other","other","votes",0
201211,"general","sn","29057","county","Dade","bailey","other","other","other","votes",0
201211,"general","sn","29059","county","Dallas","bailey","other","other","other","votes",0
201211,"general","sn","29061","county","Daviess","bailey","other","other","other","votes",0
201211,"general","sn","29063","county","De Kalb","bailey","other","other","other","votes",0
201211,"general","sn","29065","county","Dent","bailey","other","other","other","votes",0
201211,"general","sn","29067","county","Douglas","bailey","other","other","other","votes",0
201211,"general","sn","29069","county","Dunklin","bailey","other","other","other","votes",0
201211,"general","sn","29071","county","Franklin","bailey","other","other","other","votes",0
201211,"general","sn","29073","county","Gasconade","bailey","other","other","other","votes",0
201211,"general","sn","29075","county","Gentry","bailey","other","other","other","votes",0
201211,"general","sn","29077","county","Greene","bailey","other","other","other","votes",0
201211,"general","sn","29079","county","Grundy","bailey","other","other","other","votes",0
201211,"general","sn","29081","county","Harrison","bailey","other","other","other","votes",0
201211,"general","sn","29083","county","Henry","bailey","other","other","other","votes",0
201211,"general","sn","29085","county","Hickory","bailey","other","other","other","votes",0
201211,"general","sn","29087","county","Holt","bailey","other","other","other","votes",0
201211,"general","sn","29089","county","Howard","bailey","other","other","other","votes",0
201211,"general","sn","29091","county","Howell","bailey","other","other","other","votes",0
201211,"general","sn","29093","county","Iron","bailey","other","other","other","votes",0
